#	Temperatur 7 (°C)	Temperatur 8 (°C)
427	39.82	34.21
428	39.96	34.22
429	40.08	34.23
430	40.21	34.24
431	40.33	34.24
432	40.45	34.25
433	40.56	34.26
434	40.67	34.28
435	40.78	34.30
436	40.87	34.31
437	40.98	34.33
438	41.07	34.34
439	41.16	34.36
440	41.25	34.38
441	41.34	34.40
442	41.42	34.42
443	41.50	34.44
444	41.58	34.47
445	41.65	34.49
446	41.73	34.52
447	41.79	34.54
448	41.86	34.56
449	41.92	34.58
450	41.99	34.61
451	42.05	34.64
452	42.11	34.66
453	42.17	34.69
454	42.21	34.72
455	42.23	34.74
456	42.22	34.77
457	42.17	34.79
458	42.09	34.82
459	42.00	34.85
460	41.88	34.88
461	41.76	34.91
462	41.62	34.93
463	41.47	34.96
464	41.31	34.98
465	41.16	35.01
466	41.01	35.03
467	40.85	35.05
468	40.70	35.08
469	40.55	35.10
470	40.40	35.12
471	40.25	35.14
472	40.11	35.16
473	39.97	35.17
474	39.84	35.19
475	39.71	35.20
476	39.59	35.21
477	39.46	35.23
478	39.34	35.24
479	39.23	35.24
480	39.12	35.25
481	39.01	35.26
482	38.91	35.26
483	38.81	35.27
484	38.72	35.27
485	38.62	35.27
486	38.53	35.26
487	38.45	35.27
488	38.36	35.27
489	38.29	35.26
490	38.21	35.26
491	38.13	35.25
492	38.07	35.25
493	38.00	35.24
494	37.93	35.23
495	37.87	35.22
496	37.81	35.22
497	37.75	35.21
498	37.69	35.20
499	37.63	35.19
500	37.58	35.18
501	37.53	35.17
502	37.48	35.16
503	37.43	35.14
504	37.40	35.13
505	37.39	35.12
506	37.42	35.11
507	37.48	35.10
508	37.58	35.08
509	37.70	35.07
510	37.83	35.06
511	37.98	35.05
512	38.15	35.03
513	38.32	35.02
514	38.49	35.02
515	38.66	35.00
516	38.83	34.99
517	39.01	34.99
518	39.18	34.98
519	39.36	34.97
520	39.52	34.96
521	39.69	34.96
522	39.85	34.96
523	40.00	34.95
524	40.15	34.95
525	40.30	34.95
526	40.44	34.96
527	40.58	34.96
528	40.71	34.96
529	40.84	34.96
530	40.97	34.98
531	41.09	34.98
532	41.21	35.00
533	41.32	35.00
534	41.43	35.02
535	41.53	35.02
536	41.63	35.04
537	41.73	35.06
538	41.82	35.07
539	41.91	35.09
540	42.00	35.11
541	42.09	35.13
542	42.17	35.15
543	42.25	35.17
544	42.32	35.19
545	42.40	35.21
546	42.47	35.24
547	42.54	35.26
548	42.61	35.28
549	42.67	35.31
550	42.73	35.32
551	42.79	35.35
552	42.85	35.38
553	42.91	35.41
554	42.96	35.43
555	42.99	35.46
556	42.98	35.48
557	42.94	35.51
558	42.87	35.53
559	42.77	35.56
560	42.66	35.59
561	42.52	35.61
562	42.39	35.63
563	42.24	35.66
564	42.08	35.68
565	41.93	35.70
566	41.77	35.73
567	41.61	35.75
568	41.45	35.77
569	41.30	35.79
570	41.15	35.81
571	41.00	35.83
572	40.85	35.85
573	40.71	35.86
574	40.57	35.87
575	40.44	35.88
576	40.31	35.90
577	40.18	35.90
578	40.06	35.91
579	39.94	35.92
580	39.82	35.93
581	39.71	35.93
582	39.61	35.94
