26.0	43.0
26.1	49.0
26.2	59.0
26.3	78.0
26.4	91.0
26.5	110.0
26.6	130.0
26.7	164.0
26.8	184.0
26.9	203.0
27.0	206.0
27.1	230.0
27.2	245.0
27.3	251.0
27.4	263.0
27.5	287.0
27.6	280.0
27.7	289.0
27.8	269.0
27.9	275.0
28.0	278.0
28.1	279.0
28.2	258.0
28.3	234.0
28.4	233.0
28.5	223.0
28.6	211.0
28.7	207.0
28.8	192.0
28.9	202.0
29.0	178.0
29.1	156.0
29.2	153.0
29.3	131.0
29.4	112.0
29.5	105.0
29.6	89.0
29.7	78.0
29.8	69.0
29.9	65.0
30.0	57.0
